No_voie;BTQ;Type_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type_local
76;;AV;DE L ETANG;5;94,07;;Maison
5;;RUE;DE JUSSIEU;4;66,22;;Appartement
32;;RUE;D ORGEMONT;3;87,29;;Appartement
23;;AV;ALBERT CAMUS;3;77,05;;Appartement
6;;IMP;JEAN FRANCOIS MILLET;4;82,72;;Appartement
7;;ALL;LE VAU;4;135,02;;Maison
3;;RUE;DE LA CRECHE;1;23,73;;Appartement
75;;SQ;RONSARD;3;68,77;;Appartement
46;;BD;DE L ALMONT;3;70,44;;Appartement
8;;RUE;BARTHEL;2;27,47;;Appartement
98;;RUE;DES ERABLES;4;81,07;;Maison
81;;RUE;DU GENERAL LECLERC;3;60,06;;Appartement
3;B;RUE;DE LA FILEUSE;2;36,55;;Appartement
75;;AV;DU GENERAL LECLERC;2;45,69;;Appartement
3;;ALL;COURBE;4;89,54;;Maison
8;;ALL;D ORGEMONT;4;90,47;;Maison
5;;RUE;DU CLOS FLEURI;4;121,02;;Maison
10;B;RUE;THIERS;4;77,72;;Maison
9001;;RES;LE NOUVEAU PARC;4;79,12;;Appartement
103;;RUE;DES LANDES;3;53,39;;Appartement
11;;RUE;PIERRE CLOSTERMANN;3;67,04;;Appartement
6;;AV;CARNOT;4;68,38;;Appartement
7;E;ALL;DU JOSAS;4;72,47;;Appartement
16;;RUE;AUGUSTE RENOIR;5;106,38;;Appartement
3;;RUE;DU PROFESSEUR TUFFIER;2;36,55;;Appartement
4;B;SQ;DE VERSAILLES;4;63,67;;Appartement
25;;GR;GRANDE RUE;2;74,15;;Appartement
102;;RUE;DE CHAUFFOUR;3;61,4;;Appartement
53;;RUE;DE MAREIL;5;34,85;;Appartement
42;;ALL;DES FAUVETTES;2;34,97;;Appartement
9002;;CLOS;SAINT VIGOR;3;52,23;;Appartement
30;;RUE;SAINT GILLES;2;37,69;;Appartement
14;;RUE;DES DEPORTES;2;43,49;;Appartement
27;;RUE;LASSUS;2;69,3;;Appartement
719;;AV;DE LEOJAC;2;37,89;;Appartement
305;;RUE;DE BUFFON;3;62,79;;Appartement
555;;AV;DES COLLINES DE TAMARIS;3;56,17;;Maison
555;;AV;DES COLLINES DE TAMARIS;3;58,06;;Maison
15;;PL;DU MARCHE;1;51,75;;Appartement
2;;PL;DE LA REPUBLIQUE;3;90,7;;Appartement
93;;RUE;DU PLAN DU SAULE;1;54,1;;Appartement
25;;PL;DE LA MAROTTE;3;49,66;;Appartement
4;;RUE;AUGUSTE LACOUR;1;40,3;;Appartement
4;;COUR;DE LA PIE;3;72,74;;Appartement
4;;RUE;DE LA BAUDUERE;2;46,82;;Appartement
87;;AV;DE LA CORNICHE;1;17,71;;Appartement
33;;AV;DU MARAIS;1;28,94;;Appartement
11;;BD;MAL DE LATTRE DE TASSIGNY;3;68,92;;Appartement
18;;RUE;GEORGES CLEMENCEAU;3;79,1;;Appartement
12;;RUE;MARCEL MADOUMIER;3;61,35;;Appartement
3;;RUE;DE LA GASSE;2;53,14;;Appartement
14;;RUE;DE LA GARE;1;37,07;;Appartement
6;;RUE;BOULAY DE LA MEURTHE;5;99,51;;Appartement
22;;CHE;DE LA JUSTICE;5;83,75;;Appartement
7;B;RUE;JULES FERRY;4;100,25;;Appartement
74;;AV;MARCEL SEMBAT;3;60,21;;Appartement
20;;AV;HENRI DUNANT;3;60,89;;Appartement
19;;RUE;G  ANTHONIOZ-DE GAULLE;3;63,65;;Appartement
3;;RUE;CHEVAL RUE;1;16;;Appartement
9001;;PL;DE LA PYRAMIDE;3;70,28;;Appartement
9001;;RES;DE LA CROIX BLANCHE;3;63;;Appartement
9001;;RES;DE LA CROIX BLANCHE;4;80,72;;Appartement
10;;DOM;DU CHATEAU;3;62,11;;Appartement
25;;RUE;DE LA GEOLE;3;47,09;;Maison
25;;RUE;DE LA GEOLE;3;46,17;;Maison
18;;AV;VICTOR HUGO;3;59,44;;Appartement
7;;RUE;DE LA DIGUE;1;35,33;;Appartement
9001;;RES;FONDS FANETTES;4;81,01;;Appartement
6;;RUE;LEON ROBELIN;3;52,55;;Maison
10;;BD;NELATON;1;33,05;;Appartement
3;;RUE;LA FONTAINE;1;22,99;;Appartement
14;;IMP;DE LA TONNELLE;4;80,72;;Maison
69;;RUE;DE PARIS;3;52,13;;Appartement
9001;;FRM;DU TEMPLE;4;70,66;;Appartement
4;;AV;DE L'ESSONNE;3;60,75;;Appartement
185;;RTE;DE LONGPONT;4;65,75;;Appartement
124;;BD;ARISTIDE BRIAND;1;20,46;;Appartement
12;;RUE;DES TROENES;5;81,8;;Appartement
48;;RUE;HENRI BARBUSSE;1;26,17;;Appartement
85;;RUE;DES HAUTES BIEVRES;1;24,4;;Appartement
14;;RUE;DU GEN DE GAULLE;4;97,07;;Appartement
90;;RUE;LAZARE CARNOT;2;32,23;;Appartement
1;;RUE;DU DOC CALMETTE;4;65,85;;Appartement
27;;RUE;MADAME DE SANZILLON;3;84,36;;Appartement
9;;RUE;MADIRAA;1;19,04;;Appartement
175;;BD;SAINT DENIS;4;84,1;;Appartement
27;;RUE;LASSERRE;3;61,32;;Appartement
8;;RUE;VOLTAIRE;2;55,02;;Appartement
88;;RUE;DANTON;2;33,94;;Appartement
11;;RUE;JEAN JAURES;9;20,25;;Appartement
98;;BD;BINEAU;1;44,85;;Appartement
35;;RUE;AUGUSTE BLANCHE;3;31,61;;Appartement
7;;VLA;DES PRES BORDEAUX;2;66,03;;Maison
2;;RUE;DE BORDEAUX;2;36,9;;Appartement
30;;RUE;GEORGES CLEMENCEAU;2;54,09;;Appartement
40;;RUE;DU SERGENT BOBILLOT;2;33,72;;Appartement
11;T;RUE;P VAILLANT COUTURIER;3;58,06;;Appartement
36;;ALL;DU CHATEAU D EAU;1;18,42;;Appartement
3;;RUE;D'AURION;1;18,96;;Appartement
13;;VLA;ANATOLE FRANCE;3;72,99;;Appartement
6;;ALL;SAINT EXUPERY;3;66,3;;Appartement
38;;;SIXIEME AVENUE;2;39,56;;Appartement
31;;RUE;COUSTE;2;40,72;;Appartement
16;;AV;DU GENERAL DE GAULLE;1;19,06;;Appartement
4;;RUE;DE SEBASTOPOL;2;30,97;;Appartement
8;;RUE;JEAN MERMOZ;3;57,45;;Appartement
41;;RUE;PIERRE SEMARD;3;65,28;;Appartement
4;B;RUE;BATHILDE;2;27,4;;Appartement
5;;RUE;EMILE GOEURY;4;64,95;;Appartement
9001;;RUE;PASTEUR;4;67,97;;Appartement
52;;QUAI;FERNAND SAGUET;4;67,65;;Appartement
83;;RUE;DU 11 NOVEMBRE 1918;3;63,2;;Appartement
17;;RUE;SADI CARNOT;2;217,1;;Appartement
40;;RUE;DU NOUVELET;2;35;;Appartement
75;;AV;FOCH;4;61,55;;Appartement
5;;RUE;DU PETIT BEAUBOURG;3;48,17;;Appartement
1;;AV;DU CHEMIN DE PRESLES;1;37,08;;Appartement
2;;RUE;CLAUDE MONET;2;51,61;;Appartement
104;;RUE;DE LA RESISTANCE;3;55,95;;Appartement
1;;VLA;DES BOUGAINVILLIERS;3;66,32;;Appartement
90;;RUE;DE CHEVILLY;4;57,16;;Appartement
1;;RUE;JEAN SACCARD;2;43,08;;Appartement
38;;AV;DU PETIT PARC;2;38,34;;Appartement
25;;AV;DE PARIS;3;68,87;;Appartement
36;B;RUE;PIERRE BROSSOLETTE;3;83,62;;Maison
1;T;RUE;DE L ISLE ADAM;2;39,16;;Appartement
14;;IMP;PLAINCHAULT LACROIX;2;42;;Appartement
1;;RUE;DU PONT;3;87,85;;Appartement
10;B;RUE;DU REPOS;1;29,85;;Appartement
4;;CHE;DUPUIS BRUN;2;60,9;;Appartement
3;;RUE;DU DESERT AUX NUAGES;3;60,65;;Appartement
3;;ALL;DES METEORES DE PAILLE;3;63,35;;Appartement
1;;RUE;DU DOCTEUR PEYROT;4;85,03;;Appartement
45;;CHS;JULES CESAR;2;39,75;;Appartement
25;;RES;CADET DE VAUX;3;78,26;;Appartement
27;;AV;DE L HOTEL DE VILLE;4;88,32;;Appartement
25;;BD;ROGER SALENGRO;2;43,6;;Appartement
1;;RUE;SAINT LAZARE;2;37,89;;Appartement
32;;ALL;DES BOURSEAUX;4;82,5;;Maison
24;;RUE;CARNOT;2;23,63;;Appartement
9;;CHE;DU MONT GRIFFARD;3;55,4;;Appartement
1;B;RUE;DE NESLES;1;33,93;;Appartement
5;;RUE;DES MARADAS MAUVES;5;106,81;;Maison
1;;RUE;LANCELOT DU LAC;3;65,84;;Appartement
2;;RUE;DES HALLES;2;62,04;;Appartement
1;;RUE;GIUSEPPE VERDI;1;30,61;;Appartement
7;;RUE;MAURICE UTRILLO;3;63,69;;Appartement
7;;RUE;VAUCONSANT;1;33,19;;Appartement
1;;AV;DES CHARMETTES;1;13,37;;Appartement
5;;;RES BALCONS DE LA FALAISE;3;37,79;;Appartement
5754;;RUE;DE LASSAY;2;29,54;;Appartement
597;;CHE;DE LA COTE DE GRACE;2;33,08;;Appartement
21;;RUE;DE STRASBOURG;1;20,35;;Appartement
6412;;VC;RES LES MARINES;2;36,02;;Appartement
3;;RUE;DE SERAUCOURT;4;116,39;;Appartement
53;;RUE;DU QUATRE SEPTEMBRE;3;56,2;;Appartement
28;;RUE;D ARGENCE;2;45,25;;Appartement
12;;RUE;DU FAUBOURG GUILLAUME;1;13,7;;Appartement
2;;MAIL;DES PETITS CLOS;2;45,89;;Appartement
43;;RUE;DE BREHAT;1;29,95;;Appartement
5319;;;LAMBRUSQUIERE;1;23,16;;Appartement
36;T;AV;DE LA REPUBLIQUE;1;57,56;;Appartement
15;;RUE;GEORGE  SAND;4;88,99;;Maison
123;;RUE;DE TOMBELOLY;3;61,36;;Appartement
9;;RUE;GENERAL PATTON;2;44,64;;Appartement
13;;RUE;DU PONT;3;62,86;;Appartement
106;;RUE;SAINT LAZARE;3;84,24;;Appartement
6;;DOM;DU LAC ALL FLAMANTS ROSES;2;27,72;;Appartement
2;;RUE;DELACROIX JARDINS OPHELIE;2;39,71;;Appartement
8;;ALL;DU CHATEAU;4;81,18;;Appartement
106;;RUE;DES ACACIAS;2;38,6;;Appartement
9;;RUE;PIERRE FONTAINE;2;43,55;;Appartement
45;;RUE;DE MAUBEUGE;3;63,6;;Appartement
1;;RUE;DE RIGAUDIN;3;71,49;;Appartement
31;;VC;LES NOUVEAUX HORIZONS;4;85,6;;Appartement
3;;FG;DE PLAISANCE;3;69,42;;Appartement
425;;;GRANDE VOYE;4;89;;Maison
6;;VLA;JACQUES OFFENBACH;2;48,75;;Appartement
57;B;AV;DES TILLEULS;2;40;;Appartement
5;;RUE;HELIE DENOIX DE SAINT-MARC;3;54,04;;Appartement
4;;RUE;JEAN MOULIN;3;65,9;;Appartement
2;;RUE;DU 11 NOVEMBRE;4;67,64;;Appartement
71;;RUE;JEAN JAURES;3;74,54;;Appartement
882;;CHE;DE RABIAC ESTAGNOL;3;78,03;;Appartement
20;;BD;ALBERT 1ER;1;24,24;;Appartement
628;;AV;PRINCE RAINIER III MONACO;3;96,83;;Appartement
9320;;PL;SAINTE LUCE;4;83,32;;Appartement
4425;C;RTE;DE SCLOS;4;78,65;;Appartement
18;;RUE;DU DOCTEUR MORIEZ;1;70,08;;Appartement
71;;AV;CERNUSCHI;2;41,14;;Appartement
32;;CHE;JEAN BAGNIS;4;102,4;;Maison
10;;AV;ANGELIQUE BRAQUET;2;35,3;;Appartement
1;;PARC;LISERB;3;142,86;;Appartement
49;;BD;GENERAL LOUIS DELFINO;2;56,19;;Appartement
3;;RUE;FODERE;2;26,75;;Appartement
30;;RUE;GUIGLIA;2;75,25;;Appartement
19;;AV;VAL MARIE;3;75,71;;Appartement
51;;AV;CORNICHE FLEURIE;4;73,09;;Appartement
173;;AV;DE LA PLAGE;1;25,27;;Appartement
9325;;RTE;DU   MOULINET;4;84;;Appartement
6281;;AV;MARTYRS DE LA RESISTANCE;2;27,24;;Appartement
301;;CHE;LINTIER;3;83,6;;Maison
4;;RUE;AMBROSIO;2;25,6;;Appartement
9725;;AV;SAINT EXUPERY;2;35,26;;Appartement
56;;RUE;DU LUXEMBOURG;4;72,9;;Appartement
23;;FG;DU MENIL;2;54,62;;Appartement
3;;RUE;DE LA PAIX;1;52,01;;Appartement
40;;BD;JULES GUESDE;2;49,58;;Appartement
14;;RES;LOUISIANE;4;12;;Maison
4;;RUE;BENJAMIN CREMIEUX;2;38,74;;Appartement
25;;RES;LE GRAND VERGER;4;73,18;;Maison
22;;RUE;AUGUSTIN FRESNEL;1;44,39;;Appartement
15;;RUE;HAUTE;1;22,77;;Appartement
32;T;RUE;JEAN GODEFROY;1;49,85;;Appartement
190;;RUE;DE ROUX;2;47,96;;Appartement
6;;;ROUTE DE RENNES;2;40,51;;Appartement
15;;QUAI;DU VAL DE RANCE;3;109,39;;Appartement
12;;RUE;DES 24E 19E DRAGONS;2;58,21;;Appartement
9001;;RUE;PETITE HAIE;2;41,53;;Appartement
9;;RUE;LEON JOUHAUX;3;54,29;;Appartement
7;;RUE;JEAN JACQUES ROUSSEAU;2;40,3;;Appartement
76;;RUE;DE CHALEZEULE;4;69,83;;Appartement
3;B;RUE;DU PUY;4;74,43;;Appartement
4;A;AV;PRESIDENT ROOSEVELT;4;77,7;;Appartement
10;;RUE;PIERRE BARNERON;1;18,27;;Appartement
13;;RUE;NICOLE;4;118,47;;Appartement
1;;RUE;DU FAUBOURG GUILLAUME;1;19,1;;Appartement
6;;RUE;DU GENERAL MANGIN;3;62,33;;Appartement
5;B;RTE;DE LA CORNICHE;3;63,54;;Appartement
5421;;RES;DU PARC 3;3;64,76;;Appartement
5217;;;IGLIASTROLO;2;37,74;;Appartement
572;;AV;DE LA PINEDE;2;38,08;;Appartement
2;;AV;DE L HERMIONE;2;30,53;;Appartement
26;;AV;DE LA REPUBLIQUE;3;65,4;;Appartement
7;;RUE;DE NAZAN;3;64,5;;Appartement
1;;PL;SAINTES SCARBES;2;44,5;;Appartement
20;;RUE;SAINTE ANNE;3;97,05;;Appartement
40;;PL;DES CARMES;3;115,29;;Appartement
20;B;AV;DE TAUSSAT;5;119,32;;Maison
14;;RUE;FRANCIS LANINE;2;38,5;;Appartement
4;;RUE;AUGUSTE BOLLEE;2;40,07;;Appartement
97;;CRS;DE L YSER;2;46,24;;Appartement
13;;RUE;PIERRE LOTI;1;25,71;;Appartement
63;;RUE;DU COMMANDANT ARNOULD;5;152,76;;Appartement
173;;RUE;DE L ECOLE NORMALE CAUD;3;73,63;;Maison
91;;RUE;CAMILLE GODARD;6;347,67;;Appartement
48;;RUE;POMME D OR;4;137,63;;Appartement
46;;RUE;POMME D OR;2;122,52;;Appartement
48;;RUE;FRAGONARD;2;46,12;;Appartement
1672;;AV;DU GEN DE GAULLE;2;42,87;;Appartement
9009;;RES;LA BERGERIE;3;70,2;;Appartement
2;;PL;DE LA SOUYS;3;74,32;;Appartement
26;;RUE;DE L ANCIENNE POSTE;2;44,03;;Appartement
28;;RUE;DU RELAIS;2;49,27;;Appartement
12;;RUE;DES RESEDAS;2;49,75;;Appartement
9;B;RUE;DES FONTAINES;3;59;;Appartement
26;;CRS;GAMBETTA;3;63;;Appartement
1;;RUE;JULES MASSENET;2;46,24;;Appartement
95;;RUE;JEAN GOUJON;5;104,83;;Maison
5;I;RUE;MAQUIS DES VIGNES OUDIDES;2;27,07;;Appartement
19;;AV;DE LA COTE D ARGENT;1;28,62;;Appartement
5;;AV;DE CASSIOPEE;2;18,8;;Appartement
10;;RUE;DES CORSAIRES;2;27,22;;Appartement
73;;AV;DES SERGENTS;1;24,86;;Appartement
7;;PLAN;DES BOUCANIERS;1;21,51;;Appartement
9991;;ALL;DES SOURCES;1;21,04;;Appartement
1;;RUE;MAX ROUQUETTE;3;63,28;;Appartement
1;;RUE;DU PUITS DES ESQUILLES;1;31;;Appartement
33;;CAMI;FOUNJUT;2;30,03;;Appartement
6;;SQ;RENE VAUTIER;2;43,58;;Appartement
12;;RUE;DE SAINT LUNAIRE;3;49,47;;Appartement
74;;RUE;DE PARIS;2;21,07;;Appartement
43;;RUE;DUPONT DES LOGES;1;35,57;;Appartement
5;;RUE;ADOLPHE TOUFFAIT;3;73;;Appartement
5;;RUE;ALPHONSE THEBAULT;1;35,74;;Appartement
20;;RUE;GARENGEOT;2;37,52;;Appartement
11;;RUE;DU COLOMBIER;3;74;;Appartement
49;;RUE;MIRABEAU;2;45,81;;Appartement
274;;RUE;D ENTRAIGUES;1;22,56;;Appartement
5366;;RUE;DE LA MARSEILLAISE;3;76,81;;Appartement
21;;AV;ALSACE LORRAINE;3;87,07;;Appartement
13;;PL;GUSTAVE RIVET;3;73,1;;Appartement
6;;CRS;LIBERATION - GEN DE GAULLE;3;90,15;;Appartement
92;;CRS;JEAN JAURES;2;57,16;;Appartement
66;;RUE;DE LA REPUBLIQUE;2;38,85;;Appartement
26;;RUE;ADOLPHE MUGUET;1;27,21;;Appartement
7;B;RUE;DU FOYER;4;98,44;;Maison
94;;;HAMEAU DU CHATEAU;4;86,15;;Maison
27;;CHEM;DU VINAY;2;41,2;;Appartement
76;;AV;HENRY DUHAMEL;2;49;;Appartement
178;;RUE;DES BRUYERES;2;42,22;;Appartement
319;;RUE;DES CHARDONS BLEUS;1;19,15;;Appartement
2;;PL;BICHAT;2;57,1;;Appartement
1;;BD;DE POYUSAN;3;78,32;;Appartement
24;;RUE;DES ABEILLES;2;57,48;;Appartement
27;;AV;MAURICE MARTIN;2;35,25;;Appartement
502;;AV;DU 34 RI;2;34,32;;Appartement
1;;AV;DE MOISAN;3;54,4;;Appartement
7;;RUE;DU PRESSOIR BLANC;3;60,36;;Appartement
15;;RUE;RICHELANDIERE;4;66,58;;Appartement
7;;RUE;DES TEINTURIERS;2;62;;Appartement
2;;RUE;AUGUSTE KEUFER;5;89,8;;Appartement
5046;;;LE BOURG;3;70,84;;Appartement
55;;AV;MARECHAL FOCH;1;23,23;;Appartement
15;T;RTE;DE SAINT HILAIRE;4;96,97;;Maison
5;;PL;D ARMES;1;21,57;;Appartement
39;;AV;MAL DE LATTRE DE TASSIGNY;3;70,56;;Appartement
134;;RUE;DU CROISSANT;4;78,79;;Appartement
21;;RUE;DE LA PATOUILLERIE;3;68,83;;Appartement
30;;RUE;SATURNE;4;80,73;;Maison
76;;RUE;FRANCOIS VOLTAIRE;3;70,3;;Appartement
12;;RUE;DES CHARENTES;4;72,15;;Maison
5;;RUE;JEAN CABUT DIT CABU;4;77,66;;Appartement
2;;RUE;ALBERT CAMUS;5;85,55;;Appartement
8;;BD;DU SAUMON;4;80,63;;Appartement
43;;RUE;DE BEAUVOIR;2;38,9;;Appartement
10;;RUE;DU CAP GUSTAVE DE BOISSIEU;3;63,55;;Appartement
15;;RUE;DES CURES;2;28,4;;Appartement
65;;RUE;NICOLE DUCLOS;2;42,6;;Appartement
17;;RUE;ALBERT CAMUS;2;41,4;;Appartement
90;;AV;MICHELET;5;142,07;;Appartement
1;B;PL;LOUIS IMBACH;1;23,65;;Appartement
11;;RUE;PTE ROMAINE;1;17,52;;Appartement
2;;RUE;DE LA CONSTITUTION;2;40,65;;Appartement
15;;ALL;PAUL DOUMER;3;75,95;;Appartement
13;;RUE;DE LORIENT;3;67;;Appartement
12;;RUE;SAINT MANSUY;2;59,33;;Appartement
18;;RUE;GUSTAVE SIMON;2;56,2;;Appartement
3;;RUE;DU CHEMIN BLANC;4;73,2;;Appartement
11;;RUE;DE LA POUDRIERE;5;98,11;;Appartement
25;;RUE;MICHATEL;5;88,57;;Appartement
7;;RUE;DU PRESIDENT POINCARE;3;62,03;;Appartement
5938;;;KERHILIO;3;43,2;;Appartement
2;;RUE;JEANNE-MARIE LE BOZEC;2;44,85;;Appartement
46;;RUE;JULES LE GRAND;2;21,27;;Appartement
4;;RUE;MARIE DORVAL;1;35,69;;Appartement
15;;RUE;CESAR;3;75,26;;Appartement
12;;RUE;DU 4 SEPTEMBRE;2;178,11;;Appartement
74;;AV;DE FLANDRE;3;68,4;;Appartement
24;;QUAI;DE L OUEST;3;96,39;;Appartement
14;;RUE;DE SAINT OMER;2;39,34;;Appartement
145;;RUE;DES POSTES;1;31,2;;Appartement
10;;RUE;HENRI KOLB;2;25,88;;Appartement
225;;RUE;DU GENERAL DE GAULLE;3;66,41;;Appartement
1;;RUE;DES ESSARTS;3;68,2;;Appartement
1;;RUE;PHILIPPE NOIRET;3;63,49;;Appartement
26;;AV;DU MARECHAL DE LATTRE;2;38,28;;Appartement
31;;RUE;ROGER BOUVRY;4;87,26;;Appartement
8;;;COUR DELSAUX;1;42;;Appartement
1;B;RUE;DU DOCTEUR LAENNEC;3;67,5;;Appartement
2;;RUE;DU DOCTEUR CALMETTE;2;48,76;;Appartement
4;;RUE;DU MOULIN;2;49,76;;Appartement
6;;RUE;DU MOUTHIER;3;88,74;;Appartement
7;;RUE;DU DR SCHWEITZER;4;82,25;;Appartement
367;;RUE;DE L'OISE;2;47,2;;Appartement
19;;AV;DE LA GARE;2;28,24;;Appartement
1;;RUE;MARCEL BLANCHET;2;46,94;;Appartement
10;;PL;MARMOTTAN;3;55,59;;Appartement
29;;RUE;DE LA POMME D OR;2;43;;Appartement
15;;BD;GAMBETTA;3;76,23;;Appartement
38;;BD;DESAIX;2;36,8;;Appartement
9001;;RUE;VICTOR HUGO;4;68,79;;Appartement
31;;RUE;MICHEL HOUNAU;2;48,4;;Appartement
14;;RUE;GEORGES CLEMENCEAU;2;39,77;;Appartement
80;;PL;DE L'EGLISE;2;47,55;;Appartement
12;;RUE;PASTEUR;3;76,35;;Appartement
51;;RUE;DE L EGALITE;3;108,84;;Appartement
2;;RUE;DES FAIENCIERS;2;51,57;;Appartement
1;;RUE;GUILLAUME APOLLINAIRE;4;76,4;221;Maison
5336;;RTE;DE LA CROIX DU BAN;3;98,62;;Appartement
58;;AV;CLEMENCEAU;2;54,4;;Appartement
54;;AV;DU HUIT MAI 1945;3;96,25;;Appartement
63;;AV;JULES GUESDE;3;68,18;;Appartement
32;;RUE;ROBERT SCHUMAN;2;48,4;;Appartement
194;;RUE;PAUL CLAUDEL;4;69,2;;Appartement
11;;RUE;DES CHARMETTES;4;81;;Appartement
55;;CRS;TOLSTOI;1;29,44;;Appartement
6;;RUE;FRANCOIS DAUPHIN;2;72,14;;Appartement
16;;RUE;DU DAUPHINE;2;79,14;;Appartement
27;;AV;LACASSAGNE;2;59,42;;Appartement
49;;RUE;MAURICE FLANDIN;4;70,14;;Appartement
12;;CRS;D HERBOUVILLE;3;101,72;;Appartement
26;;RUE;GEORGES MARTIN WITKOWSKI;4;67,01;;Appartement
146;;RUE;COMMANDANT CHARCOT;5;108,65;;Maison
4;B;RUE;ELIE ROCHETTE;3;73,9;;Appartement
19;;RUE;CLAUDE VEYRON;3;69,04;;Appartement
49;;RUE;DE GERLAND;3;67,06;;Appartement
7;;RUE;PROFESSEUR ROLLET;4;74,44;;Appartement
38;;AV;GENERAL FRERE;2;41,62;;Appartement
65;;RUE;MARIUS BERLIET;3;74,11;;Appartement
5;;RUE;DE JERICHO;3;34,6;;Appartement
14;;RUE;ROGER SALENGRO;5;107,41;;Appartement
18;;BD;HENRI PAUL SCHNEIDER;4;93;;Appartement
10;;RUE;SAINT PAVIN DE LA CITE;3;79,2;;Appartement
187;;PROM;MARIE PARADIS;2;24,7;;Appartement
21;;IMP;DES FONTAINES;3;62,14;;Appartement
490;;RUE;DU MONT JOLY;4;63,6;;Appartement
8;;ALL;DES CEDRES;2;59,65;;Appartement
8;;RUE;BAILLEUL;2;39,07;;Appartement
46;;RUE;DE TURENNE;2;51,51;;Appartement
47;;RUE;DES BLANCS MANTEAUX;1;9,44;;Appartement
5;;RUE;DES TOURNELLES;2;51,4;;Appartement
19;;RUE;CHARLES V;2;48,76;;Appartement
1;;RUE;VESALE;2;38,86;;Appartement
54;;RUE;MAZARINE;1;40,23;;Appartement
38;;RUE;DAUPHINE;1;8,24;;Appartement
66;;RUE;DE GRENELLE;2;57,81;;Appartement
41;;RUE;DE VERNEUIL;3;50,15;;Appartement
7;;RUE;CHEVERT;2;24,48;;Appartement
33;;AV;DE SUFFREN;4;122,23;;Appartement
60;;RUE;DE PONTHIEU;1;36,82;;Appartement
40;;RUE;DE LIEGE;2;31,26;;Appartement
2;;RUE;CHAUCHAT;1;25,14;;Appartement
47;;RUE;DE ROCHECHOUART;3;49,13;;Appartement
23;;RUE;RODIER;2;40,86;;Appartement
185;;RUE;DU FBG ST MARTIN;2;18,02;;Appartement
151;;RUE;OBERKAMPF;1;37,67;;Appartement
89;;BD;RICHARD LENOIR;2;52,78;;Appartement
82;;AV;PARMENTIER;4;88,91;;Appartement
22;;RUE;BREGUET;4;103,08;;Appartement
140;;BD;VOLTAIRE;3;55,44;;Appartement
102;B;AV;DU GAL MICHEL BIZOT;1;18,58;;Appartement
23;;RUE;DE FECAMP;2;32,74;;Appartement
8;;PAS;DU GENIE;1;41,05;;Appartement
71;;QUAI;PANHARD ET LEVASSOR;3;103,5;;Appartement
43;;RUE;REMY DUMONCEL;2;47,22;;Appartement
91;;RUE;RAYMOND LOSSERAND;1;11,15;;Appartement
22;;RUE;DE CHAMBERY;2;46,1;;Appartement
40;;RUE;SAINT LAMBERT;2;30,26;;Appartement
105;;RUE;BLOMET;3;55,3;;Appartement
52;;RUE;DE LA CROIX NIVERT;2;66,71;;Appartement
17;;AV;FELIX FAURE;5;83,24;;Appartement
158;;;R-PTSAINT CHARLES;2;59,15;;Appartement
9;;RUE;GUTENBERG;1;15,4;;Appartement
6;;RUE;MIRABEAU;4;85,85;;Appartement
11;;RUE;DE MAGDEBOURG;2;39,89;;Appartement
46;;AV;NIEL;5;137,25;;Appartement
39;;RUE;LAUGIER;2;28,48;;Appartement
51;;RUE;BAYEN;4;81,46;;Appartement
15;;BD;GOUVION ST CYR;3;62,1;;Appartement
139;;AV;DE VILLIERS;2;44,26;;Appartement
8;;RUE;MEDERIC;2;39,83;;Appartement
5;;RUE;LEON COGNIET;5;122,85;;Appartement
23;;RUE;DES MOINES;3;45,21;;Appartement
37;;RUE;DU DOCTEUR HEULIN;2;39,78;;Appartement
21;;RUE;GUY MOQUET;3;49,6;;Appartement
1;B;RUE;CARPEAUX;2;38,04;;Appartement
54;;RUE;DES ABBESSES;3;35,2;;Appartement
161;;RUE;MARCADET;4;79,04;;Appartement
33;;RUE;GABRIELLE;2;31,91;;Appartement
41;;RUE;DE CLIGNANCOURT;1;23,16;;Appartement
17;;RUE;MULLER;2;22,76;;Appartement
32;;RUE;MARCADET;2;39,04;;Appartement
2;;RUE;DAMPIERRE;4;31,8;;Appartement
307;;RUE;DE BELLEVILLE;3;91,02;;Appartement
15;;RUE;DES ANNELETS;1;27,9;;Appartement
149;;RUE;DE BELLEVILLE;2;23,15;;Appartement
20;;RUE;DE L EQUERRE;2;25,84;;Appartement
34;;RUE;PELLEPORT;2;44,49;;Appartement
9;;AV;DU PERE LACHAISE;3;50,25;;Appartement
1;B;RUE;DES RONDONNEAUX;1;16,78;;Appartement
6;;RUE;DE LESSEPS;6;172,55;;Maison
54;;RUE;SAINT BLAISE;1;38,66;;Appartement
9001;;LOT;GUY DE MAUPASSANT;2;53;;Appartement
558;B;RTE;DE DIEPPE;1;16,9;;Appartement
227;;RUE;ANITA CONTI;2;46,93;;Appartement
146;;AV;DES PROVINCES;4;81,9;;Appartement
39;;RUE;FLORE;2;53,86;;Appartement
6;;RUE;DE VERDUN;3;61,01;;Appartement
16;;RUE;DE CORVAL;1;30,07;;Appartement
79;;QUAI;DU HAVRE;3;51,75;;Appartement
2;;AV;FRANKLIN ROOSEVELT;1;16,99;;Appartement
1;;AV;DU PARC;5;74,36;;Appartement
12;;RUE;DE LA CROIX;3;61,2;;Appartement
